interval,cpu,numcontainers,baseips,ipsavailable,ipscap,apparentips,ram_s,ram_r,ram_w,ramavailable_s,ramavailable_r,ramavailable_w,disk,diskavailable,cpufailures,ramfailures
22,"[56.614544551998016, 10.824487780794865, 49.009993172366705, 0.0, 0.0, 0.0]","[4, 1, 4, 0, 0, 0]","[1205.4688010314628, 0, 4112.802547073457, 0, 0, 0]","[2823.531198968537, 8102, 11998.197452926543, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2281, 877, 7896, 0, 0, 0]","[666.456, 11.184533333333333, 95.94413333333333, 0, 0, 0]","[21.925733333333334, 0.0, 0.019733333333333335, 0, 0, 0]","[21.9812, 0.0, 0.0038666666666666667, 0, 0, 0]","[3628.544, 17168.815466666667, 34264.05586666667, 4295, 17180, 34360]","[350.0742666666667, 360.0, 376.5202666666667, 372.0, 360.0, 376.54]","[178.0188, 305.0, 266.7461333333333, 200.0, 305.0, 266.75]","[(10, 0.008016666666666667, 0.0037277777777777778), (2, 0.0, 0.0001944444444444444), (7, 0.0, 0.0019388888888888889), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4016, 67.09198333333333, 10.106272222222222), (16103, 51.900000000000006, 6.189805555555555), (32205, 58.2, 11.63806111111111), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
23,"[48.37428642343013, 26.067637620340655, 45.794798584817826, 0.0, 0.0, 0.0]","[3, 2, 4, 0, 0, 0]","[1172.5208630108173, 1613.0544736583406, 4410.069225919464, 0, 0, 0]","[2856.4791369891827, 6488.945526341659, 11700.930774080536, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1949, 2112, 7378, 0, 0, 0]","[643.1253333333333, 296.3964, 148.1976, 0, 0, 0]","[0.0017333333333333333, 0.010799999999999999, 0.026266666666666667, 0, 0, 0]","[0.010666666666666666, 0.0037333333333333333, 0.002266666666666667, 0, 0, 0]","[3651.8746666666666, 16883.6036, 34211.8024, 4295, 17180, 34360]","[371.99826666666667, 359.9892, 376.51373333333333, 372.0, 360.0, 376.54]","[199.98933333333332, 304.99626666666666, 266.7477333333333, 200.0, 305.0, 266.75]","[(5, 0.008016666666666667, 0.031483333333333335), (3, 0.0, 0.0010166666666666666), (5, 0.0, 0.0028333333333333335), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.09198333333333, 10.078516666666665), (16102, 51.900000000000006, 6.188983333333333), (32207, 58.2, 11.637166666666666), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
24,"[41.7969719533383, 38.20044433473216, 33.10160759729378, 0.0, 0.0, 0.0]","[3, 3, 3, 0, 0, 0]","[909.6441424189397, 2246.319440047666, 3281.3575935581193, 0, 0, 0]","[3119.3558575810603, 5855.680559952334, 12829.64240644188, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1684, 3095, 5333, 0, 0, 0]","[498.4210666666667, 299.19280000000003, 120.23586666666665, 0, 0, 0]","[0.0018666666666666666, 0.0288, 0.026799999999999997, 0, 0, 0]","[0.006266666666666667, 0.025333333333333333, 0.00013333333333333337, 0, 0, 0]","[3796.578933333333, 16880.8072, 34239.76413333333, 4295, 17180, 34360]","[371.9981333333333, 359.9712, 376.51320000000004, 372.0, 360.0, 376.54]","[199.99373333333332, 304.9746666666667, 266.74986666666666, 200.0, 305.0, 266.75]","[(4, 0.00065, 0.00305), (6, 1.666666666666667e-05, 0.001288888888888889), (4, 0.0, 0.0026555555555555555), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.09935, 10.10695), (16099, 51.89998333333334, 6.188711111111111), (32208, 58.2, 11.637344444444443), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
25,"[40.48150905931993, 52.75240681313256, 22.08429023648439, 0.0, 0.0, 0.0]","[3, 4, 2, 0, 0, 0]","[868.8593354451921, 1862.744772605415, 0, 0, 0, 0]","[3160.1406645548077, 6239.255227394585, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1631, 4274, 3558, 0, 0, 0]","[405.44719999999995, 2318.05, 86.6816, 0, 0, 0]","[0.0014666666666666667, 0.0284, 0.0176, 0, 0, 0]","[0.0005333333333333334, 0.026666666666666658, 0.00013333333333333337, 0, 0, 0]","[3889.5528, 14861.95, 34273.3184, 4295, 17180, 34360]","[371.99853333333334, 359.9716, 376.5224, 372.0, 360.0, 376.54]","[199.99946666666668, 304.97333333333336, 266.74986666666666, 200.0, 305.0, 266.75]","[(5, 5e-05, 0.34914999999999996), (9, 1.666666666666667e-05, 0.0013277777777777778), (3, 0.0, 0.0016444444444444445), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.09994999999999, 9.76085), (16096, 51.89998333333334, 6.1886722222222215), (32209, 58.2, 11.638355555555554), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
26,"[44.37825763216679, 41.8785485065416, 23.468437713363542, 0.0, 0.0, 0.0]","[3, 3, 2, 0, 0, 0]","[935.9971318158116, 1874.8645815718596, 2561.246859331078, 0, 0, 0]","[3093.0028681841886, 6227.135418428141, 13549.753140668921, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1788, 3393, 3781, 0, 0, 0]","[113.47578095238094, 2762.6459999999997, 2541.7476, 0, 0, 0]","[0.0, 0.026666666666666665, 0.032933333333333335, 0, 0, 0]","[0.0005333333333333334, 0.0236, 0.046266666666666664, 0, 0, 0]","[4181.524219047619, 14417.354, 31818.2524, 4295, 17180, 34360]","[372.0, 359.97333333333336, 376.5070666666667, 372.0, 360.0, 376.54]","[199.99946666666668, 304.9764, 266.70373333333333, 200.0, 305.0, 266.75]","[(5, 0.00065, 0.00025634920634920634), (8, 0.0, 0.0011166666666666668), (5, 0.0032, 0.0013000000000000004), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.09935, 10.10974365079365), (16097, 51.900000000000006, 6.188883333333333), (32207, 58.1968, 11.638699999999998), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
27,"[49.86348969967734, 42.520365341890894, 36.16783564024579, 0.0, 0.0, 0.0]","[3, 3, 3, 0, 0, 0]","[356.21520181969316, 1035.9607076495156, 2675.91060535866, 0, 0, 0]","[3672.784798180307, 7066.039292350484, 13435.08939464134, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2009, 3445, 5827, 0, 0, 0]","[60.0646, 5237.285066666666, 2326.4389333333334, 0, 0, 0]","[0.0, 0.2945333333333333, 0.02533333333333333, 0, 0, 0]","[0.0, 1.1906666666666665, 0.038533333333333336, 0, 0, 0]","[4234.9354, 11942.714933333333, 32033.561066666665, 4295, 17180, 34360]","[372.0, 359.70546666666667, 376.5146666666667, 372.0, 360.0, 376.54]","[200.0, 303.8093333333333, 266.7114666666667, 200.0, 305.0, 266.75]","[(7, 0.0, 0.00011269841269841271), (8, 0.005116666666666666, 0.18776111111111113), (6, 0.04615, 0.016366666666666668), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.109887301587301), (16097, 51.89488333333334, 6.002238888888888), (32206, 58.153850000000006, 11.623633333333332), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
28,"[32.81211218664681, 37.558627499382865, 45.77617776674322, 0.0, 0.0, 0.0]","[2, 3, 4, 0, 0, 0]","[435.8925996621875, 2698.7668453907154, 4714.475017399397, 0, 0, 0]","[3593.1074003378126, 5403.233154609285, 11396.524982600604, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1322, 3043, 7375, 0, 0, 0]","[28.221733333333333, 3271.5553333333337, 2625.6328, 0, 0, 0]","[0.008400000000000001, 2.3865333333333334, 0.01, 0, 0, 0]","[0.008533333333333334, 1.4945333333333335, 0.0041333333333333335, 0, 0, 0]","[4266.778266666666, 13908.444666666666, 31734.3672, 4295, 17180, 34360]","[371.9916, 357.6134666666667, 376.53000000000003, 372.0, 360.0, 376.54]","[199.99146666666667, 303.5054666666667, 266.74586666666664, 200.0, 305.0, 266.75]","[(5, 0.0, 8.888888888888889e-05), (9, 0.0006, 0.11532222222222223), (6, 0.0, 0.0034222222222222223), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.10991111111111), (16096, 51.89940000000001, 6.074677777777778), (32206, 58.2, 11.636577777777777), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
29,"[30.37974683544304, 53.72747469760553, 35.82024703618646, 0.0, 0.0, 0.0]","[2, 4, 3, 0, 0, 0]","[541.3552859267407, 673.2621285693309, 2779.513477714145, 0, 0, 0]","[3487.6447140732594, 7428.737871430669, 13331.486522285855, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1224, 4353, 5771, 0, 0, 0]","[156.32413333333332, 3198.8542666666663, 167.77146666666664, 0, 0, 0]","[0.0092, 2.0442666666666667, 0.009333333333333332, 0, 0, 0]","[0.00013333333333333337, 1.1549333333333334, 0.0021333333333333334, 0, 0, 0]","[4138.6758666666665, 13981.145733333335, 34192.228533333335, 4295, 17180, 34360]","[371.9908, 357.95573333333334, 376.53066666666666, 372.0, 360.0, 376.54]","[199.99986666666666, 303.84506666666664, 266.74786666666665, 200.0, 305.0, 266.75]","[(5, 0.0, 0.0011222222222222222), (10, 1.666666666666667e-05, 0.12652222222222223), (3, 0.0, 0.0021999999999999997), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.108877777777778), (16095, 51.89998333333334, 6.063477777777777), (32209, 58.2, 11.637799999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
30,"[28.021841648051627, 30.942977042705504, 61.87077152256223, 0.0, 0.0, 0.0]","[2, 2, 5, 0, 0, 0]","[1095.7676330059394, 1193.8774572874102, 6026.010917343639, 0, 0, 0]","[2933.2323669940606, 6908.12254271259, 10084.98908265636, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1129, 2507, 9968, 0, 0, 0]","[363.50533333333334, 10.484399999999999, 303.3868, 0, 0, 0]","[0.010666666666666666, 0.013333333333333336, 0.018666666666666665, 0, 0, 0]","[0.0013333333333333333, 0.004666666666666666, 0.00026666666666666673, 0, 0, 0]","[3931.4946666666665, 17169.5156, 34056.6132, 4295, 17180, 34360]","[371.9893333333333, 359.9866666666667, 376.52133333333336, 372.0, 360.0, 376.54]","[199.99866666666668, 304.99533333333335, 266.7497333333333, 200.0, 305.0, 266.75]","[(3, 0.0, 0.0299), (3, 0.0, 0.008822222222222221), (7, 0.0, 0.004011111111111111), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.0801), (16102, 51.900000000000006, 6.181177777777777), (32205, 58.2, 11.635988888888887), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
31,"[40.23330851327873, 14.76178721303382, 63.00043448575507, 0.0, 0.0, 0.0]","[3, 1, 5, 0, 0, 0]","[810.1894891342682, 0, 6578.570078528763, 0, 0, 0]","[3218.810510865732, 8102, 9532.429921471237, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1621, 1196, 10150, 0, 0, 0]","[314.5709333333334, 10.4848, 343.9309333333333, 0, 0, 0]","[0.010266666666666667, 0.0, 0.01, 0, 0, 0]","[0.0006666666666666668, 0.0, 0.0004000000000000001, 0, 0, 0]","[3980.4290666666666, 17169.5152, 34016.06906666666, 4295, 17180, 34360]","[371.98973333333333, 360.0, 376.53000000000003, 372.0, 360.0, 376.54]","[199.99933333333334, 305.0, 266.7496, 200.0, 305.0, 266.75]","[(5, 0.0, 0.003127777777777778), (2, 0.0, 0.000638888888888889), (9, 0.00065, 0.0031388888888888894), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.106872222222222), (16103, 51.900000000000006, 6.18936111111111), (32203, 58.19935, 11.63686111111111), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
32,"[39.985107967237525, 15.41594667983214, 53.255539693377195, 0.0, 0.0, 0.0]","[3, 1, 4, 0, 0, 0]","[370.50033113493754, 762.5521196399111, 4181.046728809886, 0, 0, 0]","[3658.4996688650626, 7339.447880360089, 11929.953271190114, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1611, 1249, 8580, 0, 0, 0]","[365.77573333333333, 243.26893333333328, 342.5312, 0, 0, 0]","[0.0010666666666666667, 0.03493333333333333, 0.009066666666666666, 0, 0, 0]","[0.0004, 0.007066666666666666, 0.00013333333333333337, 0, 0, 0]","[3929.2242666666666, 16936.731066666667, 34017.4688, 4295, 17180, 34360]","[371.99893333333335, 359.96506666666664, 376.53093333333334, 372.0, 360.0, 376.54]","[199.9996, 304.9929333333333, 266.74986666666666, 200.0, 305.0, 266.75]","[(6, 0.0, 0.0015777777777777776), (1, 0.0032333333333333337, 0.00037777777777777777), (9, 0.00065, 0.0013555555555555556), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.108422222222222), (16104, 51.89676666666667, 6.189622222222222), (32203, 58.19935, 11.638644444444443), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
33,"[23.57905187391412, 39.348309059491484, 30.27745018931165, 0.0, 0.0, 0.0]","[2, 3, 2, 0, 0, 0]","[458.24219408979775, 2314.6794716269787, 0, 0, 0, 0]","[3570.7578059102025, 5787.320528373021, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[950, 3188, 4878, 0, 0, 0]","[128.274, 461.37080000000003, 139.8084, 0, 0, 0]","[0.0, 0.0092, 0.0092, 0, 0, 0]","[0.0, 0.0004000000000000001, 0.0, 0, 0, 0]","[4166.726, 16718.6292, 34220.1916, 4295, 17180, 34360]","[372.0, 359.9908, 376.5308, 372.0, 360.0, 376.54]","[200.0, 304.9996, 266.75, 200.0, 305.0, 266.75]","[(3, 0.0, 0.0010277777777777778), (4, 1.666666666666667e-05, 0.0022277777777777777), (4, 0.0, 0.001083333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.108972222222222), (16101, 51.89998333333334, 6.187772222222222), (32208, 58.2, 11.638916666666665), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
34,"[24.99379498634897, 49.93828684275488, 0.0, 0.0, 0.0, 0.0]","[2, 4, 0, 0, 0, 0]","[954.6600836396805, 1810.6442365821893, 0, 0, 0, 0]","[3074.3399163603194, 6291.3557634178105, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1007, 4046, 0, 0, 0, 0]","[784.3327999999999, 392.8642666666667, 0, 0, 0, 0]","[2.789733333333333, 0.04866666666666667, 0, 0, 0, 0]","[0.0112, 0.0132, 0, 0, 0, 0]","[3510.6672, 16787.135733333333, 34360, 4295, 17180, 34360]","[369.21026666666666, 359.9513333333333, 376.54, 372.0, 360.0, 376.54]","[199.9888, 304.9868, 266.75, 200.0, 305.0, 266.75]","[(2, 0.0, 0.010311111111111111), (6, 0.0014333333333333331, 0.005227777777777778), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4024, 67.1, 10.099688888888888), (16099, 51.898566666666675, 6.184772222222222), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
35,"[36.36137999503599, 34.509997531473715, 10.421451182421947, 0.0, 0.0, 0.0]","[3, 3, 1, 0, 0, 0]","[1374.4586274055032, 0, 1470.918755855893, 0, 0, 0]","[2654.541372594497, 8102, 14640.081244144107, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1465, 2796, 1679, 0, 0, 0]","[825.9264000000001, 123.03173333333332, 83.886, 0, 0, 0]","[1.3056, 0.014933333333333333, 0.009333333333333334, 0, 0, 0]","[0.007333333333333334, 0.007599999999999999, 0.0004, 0, 0, 0]","[3469.0735999999997, 17056.968266666667, 34276.114, 4295, 17180, 34360]","[370.6944, 359.9850666666667, 376.53066666666666, 372.0, 360.0, 376.54]","[199.99266666666668, 304.9924, 266.7496, 200.0, 305.0, 266.75]","[(5, 0.0, 0.0022055555555555557), (5, 0.0, 0.004733333333333333), (1, 0.0, 0.0015166666666666672), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.107794444444444), (16100, 51.900000000000006, 6.185266666666666), (32211, 58.2, 11.638483333333332), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
36,"[49.267808389178455, 0.0, 45.956179008131095, 0.0, 0.0, 0.0]","[4, 0, 4, 0, 0, 0]","[868.5271963632622, 0, 5095.7315975798765, 0, 0, 0]","[3160.472803636738, 8102, 11015.268402420123, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1985, 0, 7404, 0, 0, 0]","[666.8924, 0, 826.2757333333334, 0, 0, 0]","[1.2996, 0, 0.051866666666666665, 0, 0, 0]","[0.0096, 0, 0.007866666666666666, 0, 0, 0]","[3628.1076000000003, 17180, 33533.724266666664, 4295, 17180, 34360]","[370.7004, 360.0, 376.48813333333334, 372.0, 360.0, 376.54]","[199.9904, 305.0, 266.74213333333336, 200.0, 305.0, 266.75]","[(8, 0.0, 0.0018888888888888887), (0, 0, 0), (9, 0.0518, 0.03911111111111111), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4018, 67.1, 10.10811111111111), (16105, 51.900000000000006, 6.1899999999999995), (32203, 58.1482, 11.600888888888887), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
37,"[34.69843633655994, 23.64848185633177, 45.956179008131095, 0.0, 0.0, 0.0]","[3, 2, 4, 0, 0, 0]","[780.491078361209, 1902.2514916239745, 2929.470234021666, 0, 0, 0]","[3248.508921638791, 6199.748508376026, 13181.529765978334, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1398, 1916, 7404, 0, 0, 0]","[88.86573333333334, 27.961199999999998, 1104.4968000000001, 0, 0, 0]","[0.008933333333333333, 0.0, 0.013333333333333332, 0, 0, 0]","[0.0, 0.002, 0.005333333333333333, 0, 0, 0]","[4206.134266666667, 17152.0388, 33255.5032, 4295, 17180, 34360]","[371.99106666666665, 360.0, 376.5266666666667, 372.0, 360.0, 376.54]","[200.0, 304.998, 266.74466666666666, 200.0, 305.0, 266.75]","[(8, 5e-05, 0.0011222222222222222), (4, 0.0, 0.0002444444444444445), (9, 0.06125, 0.027616666666666668), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4018, 67.09994999999999, 10.108877777777778), (16101, 51.900000000000006, 6.189755555555555), (32203, 58.13875, 11.612383333333332), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
38,"[42.71531397369074, 39.335966428042454, 22.71119111166284, 0.0, 0.0, 0.0]","[3, 3, 2, 0, 0, 0]","[620.8906222193348, 2466.5050320379873, 0, 0, 0, 0]","[3408.1093777806655, 5635.494967962013, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1721, 3187, 3659, 0, 0, 0]","[100.3996, 18.872933333333332, 731.2057333333332, 0, 0, 0]","[0.07653333333333333, 0.0, 0.012533333333333334, 0, 0, 0]","[0.002533333333333333, 0.002, 0.010933333333333335, 0, 0, 0]","[4194.6004, 17161.127066666668, 33628.794266666664, 4295, 17180, 34360]","[371.9234666666667, 360.0, 376.52746666666667, 372.0, 360.0, 376.54]","[199.99746666666667, 304.998, 266.73906666666664, 200.0, 305.0, 266.75]","[(8, 0.0, 0.007833333333333335), (7, 0.0, 0.0001111111111111111), (4, 0.0008666666666666667, 0.017194444444444443), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4018, 67.1, 10.102166666666665), (16098, 51.900000000000006, 6.1898888888888886), (32208, 58.199133333333336, 11.622805555555555), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
39,"[35.34375775626707, 68.2670945445569, 0.0, 0.0, 0.0, 0.0]","[2, 5, 0, 0, 0, 0]","[1142.193342243708, 1849.1687932456707, 0, 0, 0, 0]","[2886.806657756292, 6252.831206754329, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1424, 5531, 0, 0, 0, 0]","[157.98373333333336, 1877.1224, 0, 0, 0, 0]","[0.07613333333333334, 0.0005333333333333334, 0, 0, 0, 0]","[0.0024, 0.0041333333333333335, 0, 0, 0, 0]","[4137.0162666666665, 15302.8776, 34360, 4295, 17180, 34360]","[371.92386666666664, 359.99946666666665, 376.54, 372.0, 360.0, 376.54]","[199.9976, 304.99586666666664, 266.75, 200.0, 305.0, 266.75]","[(6, 5e-05, 0.348), (13, 0.0, 0.0006777777777777778), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.09994999999999, 9.761999999999999), (16092, 51.900000000000006, 6.189322222222222), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
40,"[51.52643335815339, 44.606270056776104, 30.32710570417727, 0.0, 0.0, 0.0]","[3, 3, 2, 0, 0, 0]","[952.0711407090205, 1875.2812371315622, 2273.6902548572593, 0, 0, 0]","[3076.9288592909797, 6226.718762868438, 13837.30974514274, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2076, 3614, 4886, 0, 0, 0]","[128.62266666666665, 2537.8126666666667, 125.82866666666665, 0, 0, 0]","[0.07653333333333333, 0.0, 0.09173333333333333, 0, 0, 0]","[0.0024, 0.0018666666666666664, 0.0032, 0, 0, 0]","[4166.377333333334, 14642.187333333333, 34234.17133333333, 4295, 17180, 34360]","[371.9234666666667, 360.0, 376.4482666666667, 372.0, 360.0, 376.54]","[199.9976, 304.9981333333333, 266.7468, 200.0, 305.0, 266.75]","[(9, 0.0, 0.0006111111111111111), (9, 0.0, 8.333333333333334e-05), (3, 0.0, 0.0012722222222222223), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4017, 67.1, 10.109388888888889), (16096, 51.900000000000006, 6.189916666666666), (32209, 58.2, 11.638727777777776), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
41,"[49.218168279970214, 48.35843001727969, 43.026503631059526, 0.0, 0.0, 0.0]","[3, 3, 3, 0, 0, 0]","[1040.0852297547833, 1575.0295402728193, 6170.076165470252, 0, 0, 0]","[2988.9147702452165, 6526.970459727181, 9940.923834529749, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1983, 3918, 6932, 0, 0, 0]","[40.8912, 4416.5988, 297.7948, 0, 0, 0]","[0.0, 0.0033333333333333335, 0.09106666666666666, 0, 0, 0]","[0.0, 0.0030666666666666663, 0.0048000000000000004, 0, 0, 0]","[4254.1088, 12763.4012, 34062.2052, 4295, 17180, 34360]","[372.0, 359.99666666666667, 376.44893333333334, 372.0, 360.0, 376.54]","[200.0, 304.99693333333335, 266.7452, 200.0, 305.0, 266.75]","[(7, 0.0, 0.00010000000000000003), (8, 0.0, 0.00013888888888888886), (4, 0.04615, 0.017833333333333336), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.1099), (16097, 51.900000000000006, 6.189861111111111), (32208, 58.153850000000006, 11.622166666666665), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
42,"[47.43112434847357, 30.918291779807454, 62.13766991496493, 0.0, 0.0, 0.0]","[3, 2, 5, 0, 0, 0]","[1119.3656498930345, 1289.1737814460512, 4361.443135403019, 0, 0, 0]","[2909.6343501069655, 6812.826218553949, 11749.55686459698, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1911, 2505, 10011, 0, 0, 0]","[64.1352, 2233.2022666666667, 781.5368000000001, 0, 0, 0]","[0.0013333333333333333, 0.0017333333333333335, 0.13026666666666667, 0, 0, 0]","[0.011733333333333332, 0.0033333333333333335, 0.0084, 0, 0, 0]","[4230.8648, 14946.797733333333, 33578.4632, 4295, 17180, 34360]","[371.9986666666667, 359.99826666666667, 376.40973333333335, 372.0, 360.0, 376.54]","[199.98826666666668, 304.99666666666667, 266.7416, 200.0, 305.0, 266.75]","[(5, 0.0, 0.0006333333333333334), (5, 0.0, 0.0001611111111111111), (9, 0.05115, 0.038283333333333336), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.109366666666666), (16100, 51.900000000000006, 6.189838888888889), (32203, 58.14885, 11.601716666666665), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
