interval,cpu,numcontainers,baseips,ipsavailable,ipscap,apparentips,ram_s,ram_r,ram_w,ramavailable_s,ramavailable_r,ramavailable_w,disk,diskavailable,cpufailures,ramfailures
22,"[11.888806155373542, 35.114786472475934, 44.652721742908575, 0.0, 0.0, 0.0]","[1, 3, 3, 0, 0, 0]","[439.0876958201859, 1861.4977152655229, 4153.8612015643885, 0, 0, 0]","[3589.912304179814, 6240.502284734477, 11957.138798435612, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[479, 2845, 7194, 0, 0, 0]","[72.7012, 357.9126666666666, 2605.010133333333, 0, 0, 0]","[0.009333333333333334, 0.026933333333333333, 0.13413333333333333, 0, 0, 0]","[0.00013333333333333337, 0.026133333333333335, 0.11800000000000001, 0, 0, 0]","[4222.2988, 16822.087333333333, 31754.989866666667, 4295, 17180, 34360]","[371.99066666666664, 359.9730666666667, 376.40586666666667, 372.0, 360.0, 376.54]","[199.99986666666666, 304.97386666666665, 266.632, 200.0, 305.0, 266.75]","[(1, 0.0, 0.0011111111111111111), (7, 0.0, 0.002172222222222223), (4, 0.11005, 0.05237777777777777), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4025, 67.1, 10.108888888888888), (16098, 51.900000000000006, 6.187827777777778), (32208, 58.08995, 11.58762222222222), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
23,"[31.695209729461403, 22.969637126635398, 40.97200670349451, 0.0, 0.0, 0.0]","[2, 2, 3, 0, 0, 0]","[1109.0817576799518, 619.0897314485429, 3377.0716516340617, 0, 0, 0]","[2919.918242320048, 7482.910268551457, 12733.928348365938, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1277, 1861, 6601, 0, 0, 0]","[87.8168, 120.23546666666664, 720.7188, 0, 0, 0]","[0.010133333333333334, 0.0088, 0.14293333333333333, 0, 0, 0]","[0.0006666666666666666, 0.004133333333333334, 0.1217333333333333, 0, 0, 0]","[4207.1832, 17059.764533333335, 33639.2812, 4295, 17180, 34360]","[371.98986666666667, 359.9912, 376.39706666666666, 372.0, 360.0, 376.54]","[199.99933333333334, 304.99586666666664, 266.62826666666666, 200.0, 305.0, 266.75]","[(4, 0.0, 0.001127777777777778), (4, 0.0, 0.0018388888888888888), (4, 0.087, 0.029088888888888886), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.108872222222221), (16101, 51.900000000000006, 6.188161111111111), (32208, 58.113, 11.61091111111111), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
24,"[45.892280963018116, 12.61416934090348, 39.35820247036187, 0.0, 0.0, 0.0]","[3, 1, 3, 0, 0, 0]","[1259.008117302525, 0, 4156.263881249944, 0, 0, 0]","[2769.991882697475, 8102, 11954.736118750057, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1849, 1022, 6341, 0, 0, 0]","[194.42226666666664, 33.5544, 778.7397333333336, 0, 0, 0]","[0.0752, 0.0, 0.43693333333333334, 0, 0, 0]","[0.05706666666666666, 0.002, 0.0428, 0, 0, 0]","[4100.5777333333335, 17146.4456, 33581.260266666664, 4295, 17180, 34360]","[371.9248, 360.0, 376.1030666666667, 372.0, 360.0, 376.54]","[199.94293333333334, 304.998, 266.7072, 200.0, 305.0, 266.75]","[(6, 0.0, 0.002255555555555556), (2, 0.0, 0.0), (4, 0.07683333333333334, 0.04961666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.107744444444444), (16103, 51.900000000000006, 6.1899999999999995), (32208, 58.12316666666667, 11.590383333333332), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
25,"[48.771407297096054, 11.577388299185385, 39.64372168083918, 0.0, 0.0, 0.0]","[3, 1, 3, 0, 0, 0]","[563.9394620750188, 699.8515467508195, 3913.1334634770046, 0, 0, 0]","[3465.060537924981, 7402.14845324918, 12197.866536522995, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1965, 938, 6387, 0, 0, 0]","[265.9005333333333, 25.077599999999997, 1058.3597333333335, 0, 0, 0]","[0.18519999999999998, 0.0030666666666666668, 0.4216, 0, 0, 0]","[0.16720000000000004, 0.0032, 0.028933333333333335, 0, 0, 0]","[4029.0994666666666, 17154.9224, 33301.64026666667, 4295, 17180, 34360]","[371.8148, 359.99693333333335, 376.1184, 372.0, 360.0, 376.54]","[199.8328, 304.9968, 266.7210666666667, 200.0, 305.0, 266.75]","[(8, 0.0, 0.0022500000000000003), (3, 0.0, 8.88888888888889e-05), (6, 0.3785666666666666, 0.13970555555555553), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4018, 67.1, 10.10775), (16102, 51.900000000000006, 6.189911111111111), (32206, 57.82143333333334, 11.500294444444442), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
26,"[26.259617771159093, 40.12589484078005, 27.118118055986596, 0.0, 0.0, 0.0]","[2, 3, 2, 0, 0, 0]","[976.4665070898907, 2415.7799379066396, 3638.6923938244026, 0, 0, 0]","[3052.533492910109, 5686.22006209336, 12472.307606175596, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1058, 3251, 4369, 0, 0, 0]","[329.9508, 39.756933333333336, 703.244, 0, 0, 0]","[0.010266666666666667, 0.003466666666666667, 0.0010666666666666667, 0, 0, 0]","[0.0054666666666666665, 0.0056, 0.0012, 0, 0, 0]","[3965.0492, 17140.243066666666, 33656.756, 4295, 17180, 34360]","[371.98973333333333, 359.99653333333333, 376.5389333333334, 372.0, 360.0, 376.54]","[199.99453333333332, 304.9944, 266.7488, 200.0, 305.0, 266.75]","[(4, 0.0004166666666666667, 0.0018833333333333332), (7, 0.0, 0.00028333333333333335), (5, 0.06125, 0.025616666666666666), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.09958333333333, 10.108116666666666), (16098, 51.900000000000006, 6.1897166666666665), (32207, 58.13875, 11.614383333333333), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
27,"[41.87143211715066, 40.12589484078005, 27.118118055986596, 0.0, 0.0, 0.0]","[3, 3, 2, 0, 0, 0]","[918.6118798030384, 1288.2134803649737, 0, 0, 0, 0]","[3110.3881201969616, 6813.786519635027, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1687, 3251, 4369, 0, 0, 0]","[631.9398666666666, 69.02906666666667, 631.9394666666666, 0, 0, 0]","[0.04213333333333333, 0.004, 0.0033333333333333335, 0, 0, 0]","[0.03306666666666667, 0.0061333333333333335, 0.010933333333333335, 0, 0, 0]","[3663.0601333333334, 17110.970933333334, 33728.06053333334, 4295, 17180, 34360]","[371.9578666666667, 359.996, 376.5366666666667, 372.0, 360.0, 376.54]","[199.96693333333334, 304.9938666666667, 266.73906666666664, 200.0, 305.0, 266.75]","[(7, 0.0001, 0.014666666666666665), (7, 0.0, 0.00010555555555555555), (5, 0.0008666666666666667, 0.01628333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.09989999999999, 10.095333333333333), (16098, 51.900000000000006, 6.189894444444444), (32207, 58.199133333333336, 11.623716666666665), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
28,"[40.72970960536113, 30.585040730683783, 25.721556700391034, 0.0, 0.0, 0.0]","[3, 2, 2, 0, 0, 0]","[1133.1402457746535, 1006.9845423014142, 3512.294036232596, 0, 0, 0]","[2895.8597542253465, 7095.015457698586, 12598.705963767403, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1641, 2478, 4144, 0, 0, 0]","[1333.0866666666666, 22.36853333333333, 971.6789333333334, 0, 0, 0]","[2.8325333333333327, 0.0002666666666666667, 0.5264, 0, 0, 0]","[0.04533333333333334, 0.009333333333333332, 0.019733333333333335, 0, 0, 0]","[2961.9133333333334, 17157.631466666666, 33388.321066666664, 4295, 17180, 34360]","[369.16746666666666, 359.9997333333333, 376.0136, 372.0, 360.0, 376.54]","[199.95466666666667, 304.99066666666664, 266.7302666666667, 200.0, 305.0, 266.75]","[(5, 0.0004166666666666667, 0.0177), (4, 0.0, 0.00013333333333333334), (5, 0.00065, 0.00988888888888889), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.09958333333333, 10.0923), (16101, 51.900000000000006, 6.189866666666666), (32207, 58.19935, 11.630111111111109), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
29,"[41.39985107967237, 23.882991853863246, 39.74923964992862, 0.0, 0.0, 0.0]","[3, 2, 3, 0, 0, 0]","[904.7682905805116, 1074.9818720578385, 3616.1963248025277, 0, 0, 0]","[3124.2317094194887, 7027.018127942161, 12494.803675197472, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1668, 1935, 6404, 0, 0, 0]","[1058.6222666666667, 217.75253333333333, 939.5216, 0, 0, 0]","[1.3278666666666668, 0.0006666666666666666, 0.03426666666666667, 0, 0, 0]","[0.024133333333333333, 0.0005333333333333334, 0.0028000000000000004, 0, 0, 0]","[3236.3777333333333, 16962.247466666668, 33420.4784, 4295, 17180, 34360]","[370.6721333333333, 359.9993333333333, 376.50573333333335, 372.0, 360.0, 376.54]","[199.97586666666666, 304.99946666666665, 266.7472, 200.0, 305.0, 266.75]","[(5, 0.00011666666666666667, 0.006605555555555556), (5, 0.0, 0.0023944444444444443), (6, 0.0, 0.006172222222222223), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.09988333333332, 10.103394444444444), (16100, 51.900000000000006, 6.187605555555555), (32206, 58.2, 11.633827777777777), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
30,"[44.80019856043683, 40.977536410762774, 27.329153994165477, 0.0, 0.0, 0.0]","[3, 3, 2, 0, 0, 0]","[1007.4515125535418, 1849.4363624399778, 1096.2276735558148, 0, 0, 0]","[3021.5484874464582, 6252.5636375600225, 15014.772326444185, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1805, 3320, 4403, 0, 0, 0]","[709.3594666666665, 255.15093333333334, 1034.594, 0, 0, 0]","[1.2998666666666667, 0.0009333333333333333, 0.03506666666666666, 0, 0, 0]","[0.009733333333333332, 0.0004000000000000001, 0.0036, 0, 0, 0]","[3585.640533333333, 16924.849066666666, 33325.406, 4295, 17180, 34360]","[370.7001333333333, 359.9990666666667, 376.5049333333333, 372.0, 360.0, 376.54]","[199.99026666666666, 304.9996, 266.7464, 200.0, 305.0, 266.75]","[(3, 0.0, 0.0013777777777777777), (7, 0.0, 0.003072222222222222), (3, 1.666666666666667e-05, 0.002694444444444444), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.108622222222222), (16098, 51.900000000000006, 6.186927777777777), (32209, 58.199983333333336, 11.637305555555555), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
31,"[45.371059816331595, 46.494692668476915, 25.051207249705172, 0.0, 0.0, 0.0]","[3, 3, 2, 0, 0, 0]","[799.7746174108336, 2409.5053718187714, 1774.594981083238, 0, 0, 0]","[3229.2253825891667, 5692.494628181228, 14336.405018916761, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1828, 3767, 4036, 0, 0, 0]","[689.2614666666667, 1168.4605333333334, 425.0224, 0, 0, 0]","[1.2737333333333334, 1.3733333333333335, 0.009466666666666667, 0, 0, 0]","[0.011333333333333336, 2.940666666666667, 0.0005333333333333334, 0, 0, 0]","[3605.738533333333, 16011.539466666667, 33934.9776, 4295, 17180, 34360]","[370.7262666666667, 358.62666666666667, 376.5305333333334, 372.0, 360.0, 376.54]","[199.98866666666666, 302.0593333333333, 266.74946666666665, 200.0, 305.0, 266.75]","[(3, 0.0, 0.0017944444444444444), (6, 0.07585, 0.04976666666666666), (4, 0.0, 0.006966666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.108205555555555), (16099, 51.82415, 6.140233333333333), (32208, 58.2, 11.633033333333332), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
32,"[50.03723008190618, 45.82819057022957, 24.542238222332568, 0.0, 0.0, 0.0]","[3, 3, 2, 0, 0, 0]","[1373.2041138405461, 3536.550589771089, 2786.1444648601264, 0, 0, 0]","[2655.795886159454, 4565.449410228911, 13324.855535139874, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2016, 3713, 3954, 0, 0, 0]","[220.19946666666667, 1552.5878666666667, 355.1172, 0, 0, 0]","[0.0188, 1.4612, 0.04106666666666667, 0, 0, 0]","[0.00013333333333333337, 2.4313333333333333, 0.04413333333333333, 0, 0, 0]","[4074.8005333333335, 15627.412133333333, 34004.8828, 4295, 17180, 34360]","[371.9812, 358.5388, 376.49893333333335, 372.0, 360.0, 376.54]","[199.99986666666666, 302.5686666666667, 266.7058666666667, 200.0, 305.0, 266.75]","[(3, 0.0, 0.00215), (4, 0.0017166666666666665, 0.003427777777777778), (5, 0.0, 0.00105), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.10785), (16101, 51.89828333333334, 6.186572222222222), (32207, 58.2, 11.63895), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
33,"[65.17746339041946, 45.82819057022957, 24.542238222332568, 0.0, 0.0, 0.0]","[4, 3, 2, 0, 0, 0]","[324.07683067997914, 0, 1865.571789951444, 0, 0, 0]","[3704.923169320021, 8102, 14245.428210048556, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2626, 3713, 3954, 0, 0, 0]","[511.0041333333333, 1219.1413333333335, 324.3588, 0, 0, 0]","[0.019200000000000002, 1.404133333333333, 0.03439999999999999, 0, 0, 0]","[0.00013333333333333337, 2.6581333333333332, 0.03506666666666667, 0, 0, 0]","[3783.9958666666666, 15960.858666666667, 34035.6412, 4295, 17180, 34360]","[371.9808, 358.59586666666667, 376.5056, 372.0, 360.0, 376.54]","[199.99986666666666, 302.34186666666665, 266.7149333333333, 200.0, 305.0, 266.75]","[(4, 0.0, 0.00845), (4, 0.00225, 0.06611111111111112), (5, 0.0, 0.0010777777777777778), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.10155), (16101, 51.89775000000001, 6.123888888888889), (32207, 58.2, 11.63892222222222), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
34,"[26.681558699429136, 48.12392001974821, 55.924523617404255, 0.0, 0.0, 0.0]","[2, 3, 4, 0, 0, 0]","[822.4603056075382, 1669.7942794899584, 3691.2175378507554, 0, 0, 0]","[3206.5396943924616, 6432.205720510042, 12419.782462149244, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1075, 3899, 9010, 0, 0, 0]","[357.73693333333335, 2358.5958666666666, 2790.258, 0, 0, 0]","[0.0008, 0.009733333333333333, 0.037066666666666664, 0, 0, 0]","[0.0002666666666666667, 0.0041333333333333335, 0.038933333333333334, 0, 0, 0]","[3937.2630666666664, 14821.404133333333, 31569.742, 4295, 17180, 34360]","[371.9992, 359.9902666666667, 376.5029333333334, 372.0, 360.0, 376.54]","[199.99973333333332, 304.99586666666664, 266.7110666666667, 200.0, 305.0, 266.75]","[(4, 0.0, 0.047294444444444445), (9, 0.0, 0.0018555555555555558), (6, 0.0021000000000000003, 0.0021888888888888887), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.062705555555555), (16096, 51.900000000000006, 6.188144444444444), (32206, 58.197900000000004, 11.63781111111111), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
35,"[38.37180441796972, 48.12392001974821, 42.40580969523928, 0.0, 0.0, 0.0]","[3, 3, 3, 0, 0, 0]","[722.1087824982648, 1099.2829774177326, 1313.5663730761196, 0, 0, 0]","[3306.8912175017354, 7002.717022582267, 14797.433626923881, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1546, 3899, 6832, 0, 0, 0]","[361.58093333333335, 3196.0590666666667, 2266.6696, 0, 0, 0]","[0.0005333333333333334, 1.5894666666666668, 0.009333333333333334, 0, 0, 0]","[0.0, 0.037733333333333334, 0.0018666666666666664, 0, 0, 0]","[3933.419066666667, 13983.940933333333, 32093.3304, 4295, 17180, 34360]","[371.99946666666665, 358.4105333333333, 376.53066666666666, 372.0, 360.0, 376.54]","[200.0, 304.96226666666666, 266.7481333333333, 200.0, 305.0, 266.75]","[(6, 0.0, 0.019044444444444444), (9, 0.04748333333333333, 0.01778888888888889), (4, 0.0, 0.0019333333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.090955555555555), (16096, 51.85251666666667, 6.17221111111111), (32208, 58.2, 11.638066666666665), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
36,"[35.145197319434104, 23.74722290792397, 36.08093848923096, 0.0, 0.0, 0.0]","[3, 2, 3, 0, 0, 0]","[917.939099844145, 1223.9535977359285, 4874.81082019067, 0, 0, 0]","[3111.060900155855, 6878.046402264072, 11236.189179809331, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1416, 1924, 5813, 0, 0, 0]","[44.03666666666667, 201.3264, 2759.8497333333335, 0, 0, 0]","[0.0, 0.011066666666666666, 0.003999999999999999, 0, 0, 0]","[0.0, 0.0037333333333333333, 0.018, 0, 0, 0]","[4250.963333333333, 16978.6736, 31600.150266666667, 4295, 17180, 34360]","[372.0, 359.9889333333333, 376.536, 372.0, 360.0, 376.54]","[200.0, 304.99626666666666, 266.732, 200.0, 305.0, 266.75]","[(8, 0.0, 0.0007), (4, 0.0, 0.0011888888888888889), (3, 0.08385, 0.02733888888888889), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4018, 67.1, 10.1093), (16101, 51.900000000000006, 6.188811111111111), (32209, 58.116150000000005, 11.61266111111111), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
37,"[33.55671382477041, 42.53270797333992, 36.08093848923096, 0.0, 0.0, 0.0]","[3, 3, 3, 0, 0, 0]","[722.605363243682, 1942.18528952724, 4049.5762876820845, 0, 0, 0]","[3306.394636756318, 6159.8147104727595, 12061.423712317915, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1352, 3446, 5813, 0, 0, 0]","[131.41986666666665, 2745.870266666667, 4128.590933333334, 0, 0, 0]","[0.009466666666666667, 0.012, 3.537466666666666, 0, 0, 0]","[0.00026666666666666673, 0.005066666666666666, 0.07733333333333334, 0, 0, 0]","[4163.580133333333, 14434.129733333333, 30231.409066666667, 4295, 17180, 34360]","[371.99053333333336, 359.988, 373.00253333333336, 372.0, 360.0, 376.54]","[199.99973333333332, 304.99493333333334, 266.67266666666666, 200.0, 305.0, 266.75]","[(9, 0.0, 0.0018), (7, 0.0, 0.0017944444444444444), (3, 0.07118333333333333, 0.02531666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4017, 67.1, 10.1082), (16098, 51.900000000000006, 6.188205555555555), (32209, 58.12881666666667, 11.614683333333332), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
38,"[32.09233060312733, 41.81683534929647, 44.42306498665508, 0.0, 0.0, 0.0]","[3, 3, 3, 0, 0, 0]","[287.6762958127829, 1834.8982025938403, 3865.1346598308746, 0, 0, 0]","[3741.323704187217, 6267.10179740616, 12245.865340169126, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1293, 3388, 7157, 0, 0, 0]","[116.73946666666667, 3173.688666666666, 594.1904, 0, 0, 0]","[0.009333333333333334, 0.0014666666666666665, 0.3916, 0, 0, 0]","[0.0, 0.006266666666666667, 0.02493333333333333, 0, 0, 0]","[4178.260533333333, 14006.311333333335, 33765.8096, 4295, 17180, 34360]","[371.99066666666664, 359.99853333333334, 376.14840000000004, 372.0, 360.0, 376.54]","[200.0, 304.99373333333335, 266.7250666666667, 200.0, 305.0, 266.75]","[(7, 0.0, 0.001722222222222222), (5, 0.0, 0.0001611111111111111), (4, 0.32739999999999997, 0.10362777777777776), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.108277777777777), (16100, 51.900000000000006, 6.189838888888889), (32208, 57.872600000000006, 11.536372222222221), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
39,"[21.965748324646313, 55.24561836583559, 48.712060083172986, 0.0, 0.0, 0.0]","[2, 4, 3, 0, 0, 0]","[470.43961153182295, 3326.024699117985, 7476.48281712706, 0, 0, 0]","[3558.560388468177, 4775.975300882015, 8634.51718287294, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[885, 4476, 7848, 0, 0, 0]","[70.60293333333334, 5423.233200000001, 353.71799999999996, 0, 0, 0]","[0.009066666666666666, 0.29146666666666665, 0.016533333333333334, 0, 0, 0]","[0.00013333333333333337, 1.2, 0.0029333333333333334, 0, 0, 0]","[4224.397066666666, 11756.7668, 34006.282, 4295, 17180, 34360]","[371.9909333333333, 359.7085333333333, 376.5234666666667, 372.0, 360.0, 376.54]","[199.99986666666666, 303.8, 266.7470666666667, 200.0, 305.0, 266.75]","[(5, 0.0, 0.0010777777777777778), (9, 0.005116666666666666, 0.1903277777777778), (6, 0.0, 0.0017166666666666665), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.10892222222222), (16096, 51.89488333333334, 5.999672222222221), (32206, 58.2, 11.638283333333332), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
40,"[24.79523454951601, 65.73685509750679, 48.712060083172986, 0.0, 0.0, 0.0]","[2, 5, 3, 0, 0, 0]","[979.3926999668413, 1841.2870785565578, 1699.2180341187577, 0, 0, 0]","[3049.607300033159, 6260.712921443443, 14411.781965881242, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[999, 5326, 7848, 0, 0, 0]","[40.54306666666667, 5090.483866666667, 423.6232, 0, 0, 0]","[0.0002666666666666667, 0.40693333333333337, 0.015466666666666667, 0, 0, 0]","[0.0002666666666666667, 1.4924000000000002, 0.002933333333333333, 0, 0, 0]","[4254.456933333333, 12089.516133333333, 33936.3768, 4295, 17180, 34360]","[371.9997333333333, 359.5930666666667, 376.52453333333335, 372.0, 360.0, 376.54]","[199.99973333333332, 303.5076, 266.7470666666667, 200.0, 305.0, 266.75]","[(4, 0.0, 5e-05), (12, 0.0006, 0.11734444444444445), (6, 0.0, 0.0016055555555555554), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.10995), (16093, 51.89940000000001, 6.0726555555555555), (32206, 58.2, 11.638394444444444), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
41,"[38.91784561926036, 37.1760059244631, 38.77475017069083, 0.0, 0.0, 0.0]","[3, 3, 3, 0, 0, 0]","[704.6297704431778, 1983.4388200997141, 4178.933718674092, 0, 0, 0]","[3324.3702295568223, 6118.561179900285, 11932.066281325908, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1568, 3012, 6247, 0, 0, 0]","[113.24413333333334, 2648.0027999999998, 408.24520000000007, 0, 0, 0]","[0.009333333333333334, 0.2838666666666667, 0.016266666666666665, 0, 0, 0]","[0.00013333333333333337, 0.9356, 0.009733333333333333, 0, 0, 0]","[4181.755866666666, 14531.9972, 33951.7548, 4295, 17180, 34360]","[371.99066666666664, 359.71613333333335, 376.5237333333333, 372.0, 360.0, 376.54]","[199.99986666666666, 304.0644, 266.7402666666667, 200.0, 305.0, 266.75]","[(5, 0.0, 0.0012055555555555554), (8, 1.666666666666667e-05, 0.1258277777777778), (5, 0.0, 0.0032111111111111108), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.108794444444444), (16097, 51.89998333333334, 6.064172222222222), (32207, 58.2, 11.636788888888887), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
