interval,cpu,numcontainers,baseips,ipsavailable,ipscap,apparentips,ram_s,ram_r,ram_w,ramavailable_s,ramavailable_r,ramavailable_w,disk,diskavailable,cpufailures,ramfailures
22,"[29.33730454206999, 52.64132313009134, 34.82092979951586, 0.0, 0.0, 0.0]","[2, 4, 3, 0, 0, 0]","[864.4174877695026, 2263.636154792279, 3199.5254163335294, 0, 0, 0]","[3164.5825122304973, 5838.363845207721, 12911.47458366647, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1182, 4265, 5610, 0, 0, 0]","[430.6144, 513.1007999999999, 6147.449733333334, 0, 0, 0]","[0.009733333333333333, 0.21266666666666667, 3.154666666666666, 0, 0, 0]","[0.00013333333333333337, 2.463733333333333, 0.05413333333333333, 0, 0, 0]","[3864.3856, 16666.8992, 28212.550266666665, 4295, 17180, 34360]","[371.9902666666667, 359.7873333333333, 373.38533333333334, 372.0, 360.0, 376.54]","[199.99986666666666, 302.5362666666667, 266.6958666666667, 200.0, 305.0, 266.75]","[(3, 0.0, 0.007422222222222222), (7, 1.666666666666667e-05, 0.0010722222222222222), (6, 0.04596666666666667, 0.01718888888888889), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.102577777777777), (16098, 51.89998333333334, 6.188927777777777), (32206, 58.15403333333334, 11.62281111111111), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
23,"[45.96674112683048, 42.70550481362626, 33.82781950220347, 0.0, 0.0, 0.0]","[3, 3, 3, 0, 0, 0]","[383.6375992401006, 615.6891135853655, 2949.8997130935268, 0, 0, 0]","[3645.362400759899, 7486.310886414634, 13161.100286906472, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1852, 3460, 5450, 0, 0, 0]","[405.09773333333334, 390.06800000000004, 4434.775466666666, 0, 0, 0]","[0.017733333333333337, 0.17946666666666664, 0.0012000000000000001, 0, 0, 0]","[0.008666666666666666, 1.9561333333333335, 0.004, 0, 0, 0]","[3889.9022666666665, 16789.932, 29925.224533333334, 4295, 17180, 34360]","[371.98226666666665, 359.82053333333334, 376.53880000000004, 372.0, 360.0, 376.54]","[199.99133333333333, 303.04386666666664, 266.746, 200.0, 305.0, 266.75]","[(5, 0.0, 0.04841666666666666), (6, 0.0, 0.0009388888888888888), (8, 0.0032166666666666667, 0.001677777777777778), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.061583333333333), (16099, 51.900000000000006, 6.18906111111111), (32204, 58.196783333333336, 11.638322222222222), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
24,"[31.918590220898484, 40.212293260923225, 48.302402085531625, 0.0, 0.0, 0.0]","[2, 3, 4, 0, 0, 0]","[674.467370947671, 1346.3400561404837, 4532.031625710784, 0, 0, 0]","[3354.532629052329, 6755.659943859517, 11578.968374289216, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1286, 3258, 7782, 0, 0, 0]","[446.6916, 3103.783333333334, 6185.1970666666675, 0, 0, 0]","[0.0006666666666666668, 0.2304, 0.010399999999999998, 0, 0, 0]","[0.0002666666666666667, 0.21719999999999998, 0.012, 0, 0, 0]","[3848.3084, 14076.216666666665, 28174.802933333332, 4295, 17180, 34360]","[371.9993333333333, 359.7696, 376.5296, 372.0, 360.0, 376.54]","[199.99973333333332, 304.7828, 266.738, 200.0, 305.0, 266.75]","[(2, 0.0, 0.01971111111111111), (5, 0.0, 0.003711111111111111), (8, 1.666666666666667e-05, 0.002661111111111111), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4024, 67.1, 10.090288888888889), (16100, 51.900000000000006, 6.186288888888888), (32204, 58.199983333333336, 11.637338888888888), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
25,"[31.595929511044922, 47.54381634164404, 45.42858916268388, 0.0, 0.0, 0.0]","[2, 3, 4, 0, 0, 0]","[988.9085281241239, 1579.8050074406576, 2787.8229690839976, 0, 0, 0]","[3040.091471875876, 6522.194992559343, 13323.177030916002, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1273, 3852, 7319, 0, 0, 0]","[96.8172, 4830.4376, 8209.648533333333, 0, 0, 0]","[0.0010666666666666667, 0.013733333333333335, 0.010533333333333334, 0, 0, 0]","[0.007866666666666666, 0.007866666666666666, 0.0124, 0, 0, 0]","[4198.1828, 12349.562399999999, 26150.351466666667, 4295, 17180, 34360]","[371.99893333333335, 359.98626666666667, 376.5294666666667, 372.0, 360.0, 376.54]","[199.99213333333333, 304.99213333333336, 266.7376, 200.0, 305.0, 266.75]","[(2, 0.0, 0.0005555555555555557), (5, 0.0, 0.003288888888888889), (7, 0.0, 0.0027444444444444443), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4024, 67.1, 10.109444444444444), (16100, 51.900000000000006, 6.18671111111111), (32205, 58.2, 11.637255555555555), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
26,"[47.331844130057085, 31.36262651197235, 37.32853330022966, 0.0, 0.0, 0.0]","[3, 2, 3, 0, 0, 0]","[1498.9645266325174, 0, 4511.477614618725, 0, 0, 0]","[2530.0354733674826, 8102, 11599.522385381275, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1907, 2541, 6014, 0, 0, 0]","[102.0588, 3751.1038666666664, 5556.0527999999995, 0, 0, 0]","[0.0, 0.0010666666666666667, 0.0004, 0, 0, 0]","[0.0, 0.003733333333333334, 0.0038666666666666667, 0, 0, 0]","[4192.9412, 13428.896133333334, 28803.947200000002, 4295, 17180, 34360]","[372.0, 359.99893333333335, 376.5396, 372.0, 360.0, 376.54]","[200.0, 304.99626666666666, 266.7461333333333, 200.0, 305.0, 266.75]","[(5, 0.0, 0.00065), (4, 0.0032, 0.0015999999999999999), (4, 0.12933333333333333, 0.043), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.10935), (16101, 51.896800000000006, 6.1884), (32208, 58.07066666666667, 11.597), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
27,"[60.75949367088608, 0.0, 63.32940227173981, 0.0, 0.0, 0.0]","[4, 0, 5, 0, 0, 0]","[993.6358682161633, 0, 4881.494908493864, 0, 0, 0]","[3035.3641317838365, 8102, 11229.505091506137, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2448, 0, 10203, 0, 0, 0]","[99.43719999999999, 0, 5441.406933333334, 0, 0, 0]","[0.0, 0, 0.4978666666666667, 0, 0, 0]","[0.0, 0, 0.07586666666666667, 0, 0, 0]","[4195.5628, 17180, 28918.593066666668, 4295, 17180, 34360]","[372.0, 360.0, 376.04213333333337, 372.0, 360.0, 376.54]","[200.0, 305.0, 266.6741333333333, 200.0, 305.0, 266.75]","[(7, 0.0, 0.0006722222222222222), (0, 0, 0), (8, 0.07118333333333333, 0.024650000000000002), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.109327777777777), (16105, 51.900000000000006, 6.1899999999999995), (32204, 58.12881666666667, 11.61535), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
28,"[44.303797468354425, 28.659590224635895, 38.52026565700453, 0.0, 0.0, 0.0]","[3, 2, 3, 0, 0, 0]","[1468.2525696440152, 1105.1656699382843, 5427.461536743347, 0, 0, 0]","[2560.7474303559848, 6996.834330061716, 10683.538463256653, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1785, 2322, 6206, 0, 0, 0]","[382.81559999999996, 156.5872, 871.0148, 0, 0, 0]","[0.0005333333333333334, 0.009333333333333334, 0.48946666666666666, 0, 0, 0]","[0.0, 0.002266666666666667, 0.06266666666666668, 0, 0, 0]","[3912.1844, 17023.4128, 33488.9852, 4295, 17180, 34360]","[371.99946666666665, 359.99066666666664, 376.05053333333336, 372.0, 360.0, 376.54]","[200.0, 304.9977333333333, 266.68733333333336, 200.0, 305.0, 266.75]","[(6, 0.0, 0.006455555555555556), (6, 0.0, 0.001077777777777778), (5, 0.32739999999999997, 0.10265555555555554), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.103544444444443), (16099, 51.900000000000006, 6.188922222222222), (32207, 57.872600000000006, 11.537344444444443), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
29,"[55.64656242243733, 28.659590224635895, 38.52026565700453, 0.0, 0.0, 0.0]","[4, 2, 3, 0, 0, 0]","[456.3559124290045, 1099.2829774177326, 0, 0, 0, 0]","[3572.6440875709955, 7002.717022582267, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2242, 2322, 6206, 0, 0, 0]","[386.3969333333333, 162.1796, 1103.0992, 0, 0, 0]","[0.0005333333333333334, 0.009333333333333334, 0.492, 0, 0, 0]","[0.0, 0.0021333333333333334, 0.06573333333333334, 0, 0, 0]","[3908.6030666666666, 17017.8204, 33256.9008, 4295, 17180, 34360]","[371.99946666666665, 359.99066666666664, 376.048, 372.0, 360.0, 376.54]","[200.0, 304.99786666666665, 266.68426666666664, 200.0, 305.0, 266.75]","[(9, 0.0, 0.047461111111111114), (6, 0.04748333333333333, 0.01768888888888889), (5, 0.3700500000000001, 0.11478333333333338), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4017, 67.1, 10.062538888888888), (16099, 51.85251666666667, 6.17231111111111), (32207, 57.829950000000004, 11.525216666666665), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
30,"[30.28046661702656, 54.02369785238213, 11.63180435727143, 0.0, 0.0, 0.0]","[2, 4, 1, 0, 0, 0]","[478.11857075076193, 3258.71892405806, 1607.05935521879, 0, 0, 0]","[3550.881429249238, 4843.28107594194, 14503.94064478121, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1220, 4377, 1874, 0, 0, 0]","[52.427733333333336, 2399.1397333333334, 41.942, 0, 0, 0]","[0.009466666666666667, 0.030933333333333334, 0.0088, 0, 0, 0]","[0.00013333333333333337, 0.0038666666666666667, 0.0, 0, 0, 0]","[4242.572266666667, 14780.860266666667, 34318.058, 4295, 17180, 34360]","[371.99053333333336, 359.96906666666666, 376.5312, 372.0, 360.0, 376.54]","[199.99986666666666, 304.9961333333333, 266.75, 200.0, 305.0, 266.75]","[(4, 0.0, 0.0011444444444444445), (8, 0.0, 0.004161111111111112), (1, 0.0, 0.0008555555555555556), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.108855555555555), (16097, 51.900000000000006, 6.185838888888888), (32211, 58.2, 11.639144444444444), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
31,"[32.43981136758501, 59.67662305603555, 24.244305133138848, 0.0, 0.0, 0.0]","[2, 4, 2, 0, 0, 0]","[995.0487445792871, 1853.802390997725, 3625.2909133610506, 0, 0, 0]","[3033.951255420713, 6248.1976090022745, 12485.70908663895, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1307, 4835, 3906, 0, 0, 0]","[195.7332, 4603.944266666666, 55.922666666666665, 0, 0, 0]","[0.0104, 0.018533333333333336, 0.009066666666666666, 0, 0, 0]","[0.0008, 0.005733333333333334, 0.00013333333333333337, 0, 0, 0]","[4099.2668, 12576.055733333335, 34304.077333333335, 4295, 17180, 34360]","[371.9896, 359.9814666666667, 376.53093333333334, 372.0, 360.0, 376.54]","[199.9992, 304.99426666666665, 266.74986666666666, 200.0, 305.0, 266.75]","[(4, 0.0, 0.0021555555555555555), (8, 0.0, 0.003711111111111111), (2, 0.0, 0.0012055555555555556), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.107844444444444), (16097, 51.900000000000006, 6.186288888888888), (32210, 58.2, 11.638794444444443), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
32,"[50.70737155621743, 38.90397432732659, 52.81484699894482, 0.0, 0.0, 0.0]","[3, 2, 4, 0, 0, 0]","[1002.5760796973079, 0, 6964.379173900947, 0, 0, 0]","[3026.423920302692, 8102, 9146.620826099053, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2043, 3152, 8509, 0, 0, 0]","[282.4144, 5226.101333333334, 2276.1058666666663, 0, 0, 0]","[0.015466666666666667, 1.582, 0.019066666666666666, 0, 0, 0]","[0.014933333333333335, 0.0372, 0.0018666666666666669, 0, 0, 0]","[4012.5856, 11953.898666666666, 32083.894133333335, 4295, 17180, 34360]","[371.98453333333333, 358.418, 376.52093333333335, 372.0, 360.0, 376.54]","[199.98506666666665, 304.9628, 266.7481333333333, 200.0, 305.0, 266.75]","[(6, 0.0, 0.003111111111111111), (5, 0.0, 0.00015555555555555554), (4, 0.0, 0.001994444444444444), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.106888888888887), (16100, 51.900000000000006, 6.189844444444444), (32208, 58.2, 11.638005555555555), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
33,"[46.959543310995286, 19.464329795112317, 70.62876295698591, 0.0, 0.0, 0.0]","[3, 1, 6, 0, 0, 0]","[962.3605227365547, 564.628609551674, 8090.1594375324285, 0, 0, 0]","[3066.6394772634453, 7537.371390448326, 8020.8405624675715, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1892, 1577, 11379, 0, 0, 0]","[281.7142666666667, 2202.0086666666666, 2464.8481333333334, 0, 0, 0]","[0.0054666666666666665, 0.0004, 0.0184, 0, 0, 0]","[0.013866666666666668, 0.0018666666666666664, 0.002, 0, 0, 0]","[4013.285733333333, 14977.991333333333, 31895.151866666667, 4295, 17180, 34360]","[371.9945333333333, 359.9996, 376.52160000000003, 372.0, 360.0, 376.54]","[199.98613333333333, 304.9981333333333, 266.748, 200.0, 305.0, 266.75]","[(7, 0.0, 0.0012222222222222222), (3, 0.0, 0.0007777777777777778), (6, 0.04608333333333333, 0.018961111111111113), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.108777777777778), (16102, 51.900000000000006, 6.189222222222222), (32206, 58.15391666666667, 11.621038888888888), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
34,"[57.4584264085381, 19.464329795112317, 54.037614052510705, 0.0, 0.0, 0.0]","[4, 1, 4, 0, 0, 0]","[791.9378932811403, 0, 4063.2413790379683, 0, 0, 0]","[3237.0621067188595, 8102, 12047.758620962031, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2315, 1577, 8706, 0, 0, 0]","[236.97426666666672, 3033.8794666666668, 2428.498933333333, 0, 0, 0]","[0.005333333333333333, 1.5801333333333334, 0.0010666666666666667, 0, 0, 0]","[0.013466666666666667, 0.0356, 0.002533333333333333, 0, 0, 0]","[4058.0257333333334, 14146.120533333333, 31931.501066666668, 4295, 17180, 34360]","[371.99466666666666, 358.4198666666667, 376.5389333333334, 372.0, 360.0, 376.54]","[199.98653333333334, 304.9644, 266.74746666666664, 200.0, 305.0, 266.75]","[(8, 0.0, 0.0012333333333333332), (3, 0.0, 9.999999999999999e-05), (4, 0.0, 0.0012611111111111113), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4018, 67.1, 10.108766666666666), (16102, 51.900000000000006, 6.1899), (32208, 58.2, 11.638738888888888), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
35,"[41.74733184413006, 24.79634658109109, 39.09751101731736, 0.0, 0.0, 0.0]","[3, 2, 3, 0, 0, 0]","[868.1628694832127, 1270.6125427566958, 1075.2614052479814, 0, 0, 0]","[3160.8371305167875, 6831.387457243304, 15035.738594752018, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1682, 2009, 6299, 0, 0, 0]","[550.1505333333336, 171.96533333333332, 114.6412, 0, 0, 0]","[1.1072, 0.009333333333333332, 0.009333333333333334, 0, 0, 0]","[0.32453333333333334, 0.00026666666666666673, 0.00013333333333333337, 0, 0, 0]","[3744.8494666666666, 17008.034666666666, 34245.3588, 4295, 17180, 34360]","[370.8928, 359.99066666666664, 376.53066666666666, 372.0, 360.0, 376.54]","[199.67546666666667, 304.9997333333333, 266.74986666666666, 200.0, 305.0, 266.75]","[(4, 0.0, 0.003911111111111112), (4, 0.0, 0.0014833333333333335), (5, 0.0, 0.0011277777777777777), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.106088888888888), (16101, 51.900000000000006, 6.188516666666666), (32207, 58.2, 11.63887222222222), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
36,"[37.10598163315959, 36.7810417180943, 13.878716404940725, 0.0, 0.0, 0.0]","[3, 3, 1, 0, 0, 0]","[852.9735696509172, 1754.5419510814686, 0, 0, 0, 0]","[3176.026430349083, 6347.458048918532, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1495, 2980, 2236, 0, 0, 0]","[903.5198666666666, 125.82653333333332, 50.3316, 0, 0, 0]","[0.04639999999999999, 0.0096, 0.008933333333333333, 0, 0, 0]","[0.05733333333333335, 0.0012, 0.0, 0, 0, 0]","[3391.4801333333335, 17054.173466666667, 34309.6684, 4295, 17180, 34360]","[371.9536, 359.9904, 376.5310666666667, 372.0, 360.0, 376.54]","[199.94266666666667, 304.9988, 266.75, 200.0, 305.0, 266.75]","[(5, 0.0, 0.0036222222222222224), (5, 0.0, 0.0020277777777777777), (3, 0.0, 0.0010388888888888889), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.106377777777777), (16100, 51.900000000000006, 6.187972222222221), (32209, 58.2, 11.63896111111111), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
37,"[38.0987838173244, 32.399407553690445, 14.021476010179382, 0.0, 0.0, 0.0]","[3, 3, 1, 0, 0, 0]","[883.4210220560046, 2528.4563531415274, 2086.322616089701, 0, 0, 0]","[3145.5789779439956, 5573.543646858472, 14024.677383910299, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1535, 2625, 2259, 0, 0, 0]","[826.6237333333336, 160.0808, 184.5492, 0, 0, 0]","[0.021066666666666668, 0.009333333333333332, 0.0004, 0, 0, 0]","[0.04453333333333334, 0.0010666666666666667, 0.0006666666666666666, 0, 0, 0]","[3468.376266666666, 17019.9192, 34175.4508, 4295, 17180, 34360]","[371.9789333333333, 359.99066666666664, 376.5396, 372.0, 360.0, 376.54]","[199.95546666666667, 304.99893333333335, 266.7493333333333, 200.0, 305.0, 266.75]","[(5, 0.0004166666666666667, 0.0046277777777777775), (3, 0.0, 0.002127777777777778), (1, 0.0, 0.005855555555555556), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.09958333333333, 10.105372222222222), (16102, 51.900000000000006, 6.1878722222222216), (32211, 58.2, 11.634144444444443), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
38,"[41.59841151650534, 44.507529005183905, 14.021476010179382, 0.0, 0.0, 0.0]","[3, 4, 1, 0, 0, 0]","[874.376467146388, 2587.4227806055746, 0, 0, 0, 0]","[3154.6235328536122, 5514.577219394425, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1676, 3606, 2259, 0, 0, 0]","[422.92186666666663, 123.72973333333333, 296.3972, 0, 0, 0]","[0.020666666666666667, 0.0096, 0.0002666666666666667, 0, 0, 0]","[0.013733333333333332, 0.0014666666666666665, 0.0013333333333333333, 0, 0, 0]","[3872.0781333333334, 17056.270266666666, 34063.6028, 4295, 17180, 34360]","[371.97933333333333, 359.9904, 376.53973333333334, 372.0, 360.0, 376.54]","[199.98626666666667, 304.99853333333334, 266.7486666666667, 200.0, 305.0, 266.75]","[(6, 0.0, 0.0012555555555555555), (6, 0.0, 0.001966666666666667), (1, 1.666666666666667e-05, 0.0024555555555555554), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.108744444444444), (16099, 51.900000000000006, 6.188033333333333), (32211, 58.199983333333336, 11.637544444444444), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
39,"[45.296599652519234, 44.72969637126635, 10.421451182421947, 0.0, 0.0, 0.0]","[3, 4, 1, 0, 0, 0]","[855.264719042477, 1258.9325452997446, 1470.918755855893, 0, 0, 0]","[3173.735280957523, 6843.067454700255, 14640.081244144107, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1825, 3624, 1679, 0, 0, 0]","[375.73653333333334, 225.08986666666667, 83.886, 0, 0, 0]","[0.0009333333333333333, 0.006, 0.009333333333333334, 0, 0, 0]","[0.005866666666666667, 0.04413333333333333, 0.0004, 0, 0, 0]","[3919.263466666667, 16954.910133333335, 34276.114, 4295, 17180, 34360]","[371.9990666666667, 359.994, 376.53066666666666, 372.0, 360.0, 376.54]","[199.99413333333334, 304.9558666666667, 266.7496, 200.0, 305.0, 266.75]","[(5, 0.0004166666666666667, 0.0011166666666666666), (6, 0.00075, 0.001622222222222222), (1, 0.0, 0.0015166666666666672), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.09958333333333, 10.108883333333333), (16099, 51.89925000000001, 6.188377777777777), (32211, 58.2, 11.638483333333332), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
40,"[50.583271283196815, 39.26191063934831, 40.4568307367637, 0.0, 0.0, 0.0]","[3, 3, 3, 0, 0, 0]","[674.467370947671, 1334.8952441792542, 4443.462915089948, 0, 0, 0]","[3354.532629052329, 6767.104755820746, 11667.53708491005, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2038, 3181, 6518, 0, 0, 0]","[225.44106666666667, 222.29466666666667, 2102.7428, 0, 0, 0]","[0.00013333333333333337, 0.0038666666666666667, 0.019066666666666666, 0, 0, 0]","[0.0004000000000000001, 0.03373333333333334, 0.0018666666666666666, 0, 0, 0]","[4069.5589333333332, 16957.70533333333, 32257.2572, 4295, 17180, 34360]","[371.99986666666666, 359.9961333333333, 376.52093333333335, 372.0, 360.0, 376.54]","[199.9996, 304.9662666666667, 266.7481333333333, 200.0, 305.0, 266.75]","[(5, 0.05473333333333333, 0.019955555555555556), (6, 0.0008666666666666667, 0.0011388888888888887), (4, 0.0, 0.002161111111111111), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.04526666666666, 10.090044444444445), (16099, 51.89913333333334, 6.188861111111111), (32208, 58.2, 11.637838888888888), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
41,"[29.709605361131796, 41.74277956060232, 67.77357085221277, 0.0, 0.0, 0.0]","[2, 3, 5, 0, 0, 0]","[1171.1574355025416, 2777.6978348794746, 5280.9145819775595, 0, 0, 0]","[2857.8425644974586, 5324.302165120525, 10830.085418022441, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1197, 3382, 10919, 0, 0, 0]","[96.4676, 5253.013466666667, 4820.651466666667, 0, 0, 0]","[0.0002666666666666667, 1.5724, 0.028133333333333337, 0, 0, 0]","[0.0002666666666666667, 0.026266666666666667, 0.0041333333333333335, 0, 0, 0]","[4198.5324, 11926.986533333333, 29539.348533333334, 4295, 17180, 34360]","[371.9997333333333, 358.4276, 376.51186666666666, 372.0, 360.0, 376.54]","[199.99973333333332, 304.9737333333333, 266.74586666666664, 200.0, 305.0, 266.75]","[(3, 0.0, 0.0005666666666666668), (8, 3.3333333333333335e-05, 0.0006), (9, 0.09204999999999999, 0.03612222222222222), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.109433333333333), (16097, 51.89996666666667, 6.189399999999999), (32203, 58.10795, 11.603877777777777), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
42,"[42.86423430131546, 41.74277956060232, 43.901682080566076, 0.0, 0.0, 0.0]","[3, 3, 3, 0, 0, 0]","[262.61535995470337, 1303.9163686414095, 3391.8742113596436, 0, 0, 0]","[3766.3846400452967, 6798.0836313585905, 12719.125788640356, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1727, 3382, 7073, 0, 0, 0]","[114.642, 5616.8688, 4345.297466666667, 0, 0, 0]","[0.0002666666666666667, 0.18426666666666663, 0.009066666666666666, 0, 0, 0]","[0.0002666666666666667, 0.0116, 0.003733333333333333, 0, 0, 0]","[4180.358, 11563.1312, 30014.702533333333, 4295, 17180, 34360]","[371.9997333333333, 359.81573333333336, 376.53093333333334, 372.0, 360.0, 376.54]","[199.99973333333332, 304.9884, 266.74626666666666, 200.0, 305.0, 266.75]","[(6, 0.0, 0.0006388888888888889), (8, 0.06351666666666665, 0.014222222222222221), (6, 0.0, 0.00235), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.109361111111111), (16097, 51.83648333333334, 6.175777777777777), (32206, 58.2, 11.637649999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
