interval,cpu,numcontainers,baseips,ipsavailable,ipscap,apparentips,ram_s,ram_r,ram_w,ramavailable_s,ramavailable_r,ramavailable_w,disk,diskavailable,cpufailures,ramfailures
22,"[29.784065524944154, 51.85139471735374, 30.22779467444603, 0.0, 0.0, 0.0]","[2, 4, 2, 0, 0, 0]","[563.9394620750188, 2524.074808380113, 1196.6813573689292, 0, 0, 0]","[3465.060537924981, 5577.925191619886, 14914.318642631071, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1200, 4201, 4870, 0, 0, 0]","[210.41306666666665, 4447.357733333334, 824.8785333333335, 0, 0, 0]","[0.0132, 2.1794666666666664, 0.0002666666666666667, 0, 0, 0]","[0.0021333333333333334, 0.020266666666666665, 0.002266666666666667, 0, 0, 0]","[4084.5869333333335, 12732.642266666666, 33535.121466666664, 4295, 17180, 34360]","[371.9868, 357.82053333333334, 376.53973333333334, 372.0, 360.0, 376.54]","[199.99786666666665, 304.97973333333334, 266.7477333333333, 200.0, 305.0, 266.75]","[(4, 0.0, 0.001461111111111111), (11, 0.012733333333333334, 0.004244444444444445), (2, 0.0, 0.0005555555555555556), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.108538888888889), (16094, 51.88726666666667, 6.185755555555555), (32210, 58.2, 11.639444444444443), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
23,"[30.35492678083892, 51.64156998272031, 26.50983799888275, 0.0, 0.0, 0.0]","[2, 4, 2, 0, 0, 0]","[1059.884487368082, 2623.320840566129, 1594.192548763792, 0, 0, 0]","[2969.115512631918, 5478.679159433871, 14516.807451236207, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1223, 4184, 4271, 0, 0, 0]","[517.2966666666666, 4402.618, 2371.179066666667, 0, 0, 0]","[0.04239999999999999, 1.5715999999999999, 0.0, 0, 0, 0]","[0.03306666666666667, 0.3919999999999999, 0.004, 0, 0, 0]","[3777.7033333333334, 12777.382, 31988.820933333333, 4295, 17180, 34360]","[371.9576, 358.4284, 376.54, 372.0, 360.0, 376.54]","[199.96693333333334, 304.608, 266.746, 200.0, 305.0, 266.75]","[(6, 0.0001, 0.01385), (11, 0.0002833333333333333, 0.004255555555555557), (3, 0.04596666666666667, 0.01622222222222222), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.09989999999999, 10.09615), (16094, 51.89971666666667, 6.185744444444444), (32209, 58.15403333333334, 11.623777777777777), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
24,"[44.00595681310499, 40.96519377931375, 33.10160759729378, 0.0, 0.0, 0.0]","[3, 3, 2, 0, 0, 0]","[1133.1402457746535, 1057.0143914888952, 4004.3786324525076, 0, 0, 0]","[2895.8597542253465, 7044.985608511105, 12106.621367547492, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1773, 3319, 5333, 0, 0, 0]","[1123.3722666666667, 1570.7637333333337, 2052.4114666666665, 0, 0, 0]","[2.8407999999999993, 1.3633333333333333, 0.009199999999999998, 0, 0, 0]","[0.03986666666666667, 0.38893333333333335, 0.0019999999999999996, 0, 0, 0]","[3171.6277333333333, 15609.236266666667, 32307.588533333335, 4295, 17180, 34360]","[369.1592, 358.63666666666666, 376.5308, 372.0, 360.0, 376.54]","[199.96013333333335, 304.61106666666666, 266.748, 200.0, 305.0, 266.75]","[(7, 0.0, 0.017944444444444443), (8, 0.00035, 0.004988888888888889), (4, 0.0, 0.0012444444444444445), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.092055555555556), (16097, 51.89965000000001, 6.185011111111111), (32208, 58.2, 11.638755555555555), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
25,"[46.463142218912886, 23.142433966921747, 59.42523741543045, 0.0, 0.0, 0.0]","[3, 2, 4, 0, 0, 0]","[1167.9048349979657, 1282.3757286366113, 7174.656208270591, 0, 0, 0]","[2861.0951650020343, 6819.624271363389, 8936.343791729409, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1872, 1875, 9574, 0, 0, 0]","[1046.4756, 198.52773333333334, 2821.3664, 0, 0, 0]","[1.3278666666666668, 0.0, 0.04893333333333333, 0, 0, 0]","[0.024133333333333333, 0.0013333333333333333, 0.006000000000000001, 0, 0, 0]","[3248.5244000000002, 16981.472266666668, 31538.6336, 4295, 17180, 34360]","[370.6721333333333, 360.0, 376.4910666666667, 372.0, 360.0, 376.54]","[199.97586666666666, 304.9986666666667, 266.744, 200.0, 305.0, 266.75]","[(6, 0.00011666666666666667, 0.006705555555555557), (5, 0.0, 0.0015333333333333332), (8, 0.05115, 0.04401111111111111), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.09988333333332, 10.103294444444444), (16100, 51.900000000000006, 6.188466666666666), (32204, 58.14885, 11.595988888888888), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
26,"[44.05559692231323, 36.953838558380646, 45.608590404071755, 0.0, 0.0, 0.0]","[3, 3, 3, 0, 0, 0]","[1029.5913438519988, 1182.3941034801212, 1250.0262377682147, 0, 0, 0]","[2999.4086561480012, 6919.605896519879, 14860.973762231784, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1775, 2994, 7348, 0, 0, 0]","[660.4251999999999, 336.9402666666667, 1020.6128, 0, 0, 0]","[1.3485333333333334, 0.009333333333333334, 0.01, 0, 0, 0]","[0.06733333333333334, 0.0005333333333333334, 0.002533333333333333, 0, 0, 0]","[3634.5748000000003, 16843.05973333333, 33339.3872, 4295, 17180, 34360]","[370.6514666666667, 359.99066666666664, 376.53000000000003, 372.0, 360.0, 376.54]","[199.93266666666668, 304.99946666666665, 266.74746666666664, 200.0, 305.0, 266.75]","[(6, 0.0, 0.0003833333333333333), (8, 0.04548333333333333, 0.01838888888888889), (6, 0.061266666666666664, 0.02896111111111111), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.109616666666666), (16097, 51.85451666666667, 6.171611111111111), (32206, 58.138733333333334, 11.611038888888888), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
27,"[44.22933730454207, 39.52110589977783, 23.356712804915897, 0.0, 0.0, 0.0]","[3, 3, 2, 0, 0, 0]","[949.5954071102907, 2084.4359975924913, 1199.393839122536, 0, 0, 0]","[3079.4045928897094, 6017.564002407509, 14911.606160877463, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1782, 3202, 3763, 0, 0, 0]","[307.0554666666667, 1139.4512, 731.2057333333332, 0, 0, 0]","[0.04880000000000001, 0.010133333333333334, 0.0033333333333333335, 0, 0, 0]","[0.047999999999999994, 0.0008, 0.012933333333333335, 0, 0, 0]","[3987.9445333333333, 16040.5488, 33628.794266666664, 4295, 17180, 34360]","[371.9512, 359.98986666666667, 376.5366666666667, 372.0, 360.0, 376.54]","[199.952, 304.9992, 266.7370666666667, 200.0, 305.0, 266.75]","[(6, 0.0, 0.02897777777777778), (7, 0.012733333333333334, 0.005366666666666667), (6, 0.0008666666666666667, 0.016138888888888887), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.081022222222222), (16098, 51.88726666666667, 6.184633333333333), (32206, 58.199133333333336, 11.62386111111111), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
28,"[41.7969719533383, 39.31128116514441, 24.07051083110918, 0.0, 0.0, 0.0]","[3, 3, 2, 0, 0, 0]","[1120.9724734434778, 2825.8593177569664, 2095.6805828629576, 0, 0, 0]","[2908.0275265565224, 5276.140682243034, 14015.319417137041, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1684, 3185, 3878, 0, 0, 0]","[375.9129333333334, 994.0485333333335, 434.8084, 0, 0, 0]","[0.064, 0.03426666666666667, 0.0018666666666666664, 0, 0, 0]","[0.053599999999999995, 0.37813333333333327, 0.006666666666666666, 0, 0, 0]","[3919.0870666666665, 16185.951466666667, 33925.1916, 4295, 17180, 34360]","[371.936, 359.96573333333333, 376.53813333333335, 372.0, 360.0, 376.54]","[199.9464, 304.6218666666667, 266.74333333333334, 200.0, 305.0, 266.75]","[(7, 0.0, 0.0027833333333333334), (6, 0.0002833333333333333, 0.00423888888888889), (6, 0.44465, 0.003922222222222222), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.107216666666666), (16099, 51.89971666666667, 6.185761111111111), (32206, 57.75535, 11.636077777777777), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
29,"[48.399106478034255, 49.88891631695878, 13.003537955434174, 0.0, 0.0, 0.0]","[3, 4, 1, 0, 0, 0]","[1766.182287567998, 3612.036529682239, 1366.149239274299, 0, 0, 0]","[2262.817712432002, 4489.963470317762, 14744.850760725702, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1950, 4042, 2095, 0, 0, 0]","[387.00960000000003, 1087.7210666666667, 381.6804, 0, 0, 0]","[0.011333333333333334, 0.04106666666666666, 0.0016, 0, 0, 0]","[0.0010666666666666667, 0.38613333333333333, 0.004533333333333333, 0, 0, 0]","[3907.9904, 16092.278933333333, 33978.3196, 4295, 17180, 34360]","[371.9886666666667, 359.95893333333333, 376.5384, 372.0, 360.0, 376.54]","[199.99893333333333, 304.6138666666667, 266.7454666666667, 200.0, 305.0, 266.75]","[(7, 0.0, 0.002683333333333333), (8, 0.00035, 0.008322222222222222), (3, 0.78925, 0.011394444444444445), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.107316666666666), (16097, 51.89965000000001, 6.181677777777777), (32209, 57.41075, 11.628605555555554), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
30,"[62.52171754777861, 49.88891631695878, 13.003537955434174, 0.0, 0.0, 0.0]","[4, 4, 1, 0, 0, 0]","[1714.1448028223049, 522.8352352017342, 0, 0, 0, 0]","[2314.855197177695, 7579.164764798265, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2519, 4042, 2095, 0, 0, 0]","[334.23160000000007, 1072.3424, 452.984, 0, 0, 0]","[0.0768, 0.04066666666666666, 0.002133333333333334, 0, 0, 0]","[0.05759999999999999, 0.38599999999999995, 0.004666666666666666, 0, 0, 0]","[3960.7684, 16107.6576, 33907.016, 4295, 17180, 34360]","[371.9232, 359.95933333333335, 376.5378666666667, 372.0, 360.0, 376.54]","[199.9424, 304.614, 266.74533333333335, 200.0, 305.0, 266.75]","[(8, 0.0, 0.003911111111111111), (8, 0.07660000000000003, 0.007366666666666666), (3, 0.7182166666666667, 0.011355555555555555), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4018, 67.1, 10.106088888888888), (16097, 51.82340000000001, 6.1826333333333325), (32209, 57.48178333333334, 11.628644444444443), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
31,"[58.77388930255647, 24.512466057763515, 38.12922847743778, 0.0, 0.0, 0.0]","[4, 2, 3, 0, 0, 0]","[719.3124064462859, 673.0779275711528, 4987.049646183751, 0, 0, 0]","[3309.687593553714, 7428.922072428847, 11123.95035381625, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2368, 1986, 6143, 0, 0, 0]","[292.4637333333334, 3099.588933333334, 4440.3676000000005, 0, 0, 0]","[0.18573333333333336, 0.007200000000000001, 0.0096, 0, 0, 0]","[0.16693333333333335, 0.009066666666666667, 0.0037333333333333333, 0, 0, 0]","[4002.5362666666665, 14080.411066666666, 29919.6324, 4295, 17180, 34360]","[371.81426666666664, 359.9928, 376.53040000000004, 372.0, 360.0, 376.54]","[199.83306666666667, 304.9909333333333, 266.74626666666666, 200.0, 305.0, 266.75]","[(8, 0.0, 0.0021833333333333336), (4, 0.0, 0.00311111111111111), (6, 0.045983333333333334, 0.0172), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4018, 67.1, 10.107816666666666), (16101, 51.900000000000006, 6.186888888888888), (32206, 58.15401666666667, 11.622799999999998), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
32,"[34.67361628195582, 39.66921747716613, 51.43069952206567, 0.0, 0.0, 0.0]","[3, 3, 4, 0, 0, 0]","[412.8830870829142, 2138.4792979367394, 6285.967954887596, 0, 0, 0]","[3616.1169129170858, 5963.520702063261, 9825.032045112404, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1397, 3214, 8286, 0, 0, 0]","[81.0888, 3113.569066666667, 5653.919066666667, 0, 0, 0]","[0.009466666666666667, 0.0018666666666666666, 0.5349333333333333, 0, 0, 0]","[0.0004000000000000001, 0.0288, 0.022933333333333333, 0, 0, 0]","[4213.9112, 14066.430933333333, 28706.08093333333, 4295, 17180, 34360]","[371.99053333333336, 359.9981333333333, 376.00506666666666, 372.0, 360.0, 376.54]","[199.9996, 304.9712, 266.72706666666664, 200.0, 305.0, 266.75]","[(3, 0.0, 0.0012166666666666667), (7, 0.06103333333333333, 0.016977777777777776), (8, 0.0, 0.010722222222222222), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.108783333333333), (16098, 51.83896666666667, 6.1730222222222215), (32204, 58.2, 11.629277777777776), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
33,"[23.25639116406056, 72.6734139718588, 51.43069952206567, 0.0, 0.0, 0.0]","[2, 5, 4, 0, 0, 0]","[764.0911688813972, 1427.6012520766171, 1529.8737087128266, 0, 0, 0]","[3264.908831118603, 6674.398747923383, 14581.126291287173, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[937, 5888, 8286, 0, 0, 0]","[65.00973333333333, 5001.004533333333, 5452.5932, 0, 0, 0]","[0.0, 0.005066666666666667, 0.0432, 0, 0, 0]","[0.0, 0.016399999999999998, 0.006266666666666667, 0, 0, 0]","[4229.990266666667, 12178.995466666667, 28907.4068, 4295, 17180, 34360]","[372.0, 359.99493333333334, 376.4968, 372.0, 360.0, 376.54]","[200.0, 304.9836, 266.74373333333335, 200.0, 305.0, 266.75]","[(2, 0.0, 0.0001111111111111111), (11, 0.3069, 0.02083333333333333), (8, 0.0, 0.0013), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4024, 67.1, 10.109888888888888), (16094, 51.59310000000001, 6.1691666666666665), (32204, 58.2, 11.638699999999998), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
34,"[38.843385455448, 43.35966428042459, 42.467879088821306, 0.0, 0.0, 0.0]","[3, 3, 3, 0, 0, 0]","[546.8531091368895, 0, 5245.019277582382, 0, 0, 0]","[3482.1468908631105, 8102, 10865.980722417618, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1565, 3513, 6842, 0, 0, 0]","[437.60319999999996, 3460.2984, 1436.5461333333335, 0, 0, 0]","[0.03293333333333333, 1.5810666666666666, 0.23026666666666662, 0, 0, 0]","[0.03306666666666667, 0.0448, 0.6862666666666667, 0, 0, 0]","[3857.3968, 13719.7016, 32923.45386666666, 4295, 17180, 34360]","[371.96706666666665, 358.4189333333333, 376.3097333333333, 372.0, 360.0, 376.54]","[199.96693333333334, 304.9552, 266.06373333333335, 200.0, 305.0, 266.75]","[(5, 0.0001, 0.012822222222222221), (6, 0.047299999999999995, 0.012005555555555554), (4, 0.0008333333333333333, 0.5124611111111113), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.09989999999999, 10.097177777777777), (16099, 51.852700000000006, 6.177994444444444), (32208, 58.19916666666667, 11.127538888888887), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
35,"[30.330106726234796, 21.056529252036533, 68.53081745391347, 0.0, 0.0, 0.0]","[2, 2, 6, 0, 0, 0]","[1206.7147543363394, 1290.706984764431, 5625.889332251344, 0, 0, 0]","[2822.2852456636606, 6811.293015235569, 10485.110667748657, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1222, 1706, 11041, 0, 0, 0]","[454.3806666666667, 213.9082666666667, 2218.7828000000004, 0, 0, 0]","[0.04226666666666667, 0.016666666666666663, 1.1132, 0, 0, 0]","[0.028933333333333335, 0.015333333333333332, 0.8819999999999998, 0, 0, 0]","[3840.619333333333, 16966.091733333335, 32141.2172, 4295, 17180, 34360]","[371.95773333333335, 359.98333333333335, 375.4268, 372.0, 360.0, 376.54]","[199.97106666666667, 304.98466666666667, 265.868, 200.0, 305.0, 266.75]","[(6, 0.0, 0.008011111111111111), (5, 0.0, 0.004705555555555556), (8, 0.0, 0.0092), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.101988888888888), (16100, 51.900000000000006, 6.185294444444444), (32204, 58.2, 11.630799999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
36,"[42.02035244477538, 21.056529252036533, 35.99404133821613, 0.0, 0.0, 0.0]","[3, 2, 3, 0, 0, 0]","[267.6050494897803, 849.1835975767124, 1664.961106151883, 0, 0, 0]","[3761.3949505102196, 7252.816402423287, 14446.038893848117, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1693, 1706, 5799, 0, 0, 0]","[430.6994666666666, 208.31546666666668, 387.2728, 0, 0, 0]","[0.031733333333333336, 0.016399999999999998, 0.009066666666666667, 0, 0, 0]","[0.0172, 0.015733333333333332, 0.0013333333333333333, 0, 0, 0]","[3864.3005333333335, 16971.684533333333, 33972.7272, 4295, 17180, 34360]","[371.9682666666667, 359.9836, 376.53093333333334, 372.0, 360.0, 376.54]","[199.9828, 304.98426666666666, 266.7486666666667, 200.0, 305.0, 266.75]","[(7, 0.00011666666666666667, 0.0068333333333333345), (5, 0.0, 0.0038444444444444446), (4, 1.666666666666667e-05, 0.0034), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.09988333333332, 10.103166666666667), (16100, 51.900000000000006, 6.186155555555555), (32208, 58.199983333333336, 11.6366), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
37,"[25.49019607843137, 40.014811157738826, 23.642232015393212, 0.0, 0.0, 0.0]","[2, 3, 2, 0, 0, 0]","[563.6659396552031, 1848.6567619083457, 1535.423044210032, 0, 0, 0]","[3465.334060344797, 6253.343238091655, 14575.576955789968, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1027, 3242, 3809, 0, 0, 0]","[28.834, 2239.755466666667, 377.48573333333337, 0, 0, 0]","[0.0, 0.013733333333333334, 0.04546666666666666, 0, 0, 0]","[0.0, 0.008666666666666666, 0.012, 0, 0, 0]","[4266.166, 14940.244533333333, 33982.514266666665, 4295, 17180, 34360]","[372.0, 359.98626666666667, 376.4945333333334, 372.0, 360.0, 376.54]","[200.0, 304.99133333333333, 266.738, 200.0, 305.0, 266.75]","[(4, 0.0, 0.00017222222222222224), (7, 0.0, 0.001988888888888889), (2, 0.11005, 0.051555555555555556), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.109827777777777), (16098, 51.900000000000006, 6.188011111111111), (32210, 58.08995, 11.588444444444443), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
38,"[37.03152146934723, 29.535917057516663, 25.02017255291416, 0.0, 0.0, 0.0]","[3, 2, 2, 0, 0, 0]","[719.0248391490995, 1904.8628950314167, 3753.3999428678326, 0, 0, 0]","[3309.9751608509005, 6197.137104968583, 12357.600057132167, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1492, 2393, 4031, 0, 0, 0]","[36.08506666666666, 2276.1069333333335, 532.6752, 0, 0, 0]","[0.0002666666666666667, 0.00013333333333333337, 0.04720000000000001, 0, 0, 0]","[0.0002666666666666667, 0.0017333333333333335, 0.021866666666666666, 0, 0, 0]","[4258.9149333333335, 14903.893066666667, 33827.3248, 4295, 17180, 34360]","[371.9997333333333, 359.99986666666666, 376.49280000000005, 372.0, 360.0, 376.54]","[199.99973333333332, 304.99826666666667, 266.72813333333335, 200.0, 305.0, 266.75]","[(7, 0.0, 0.00018888888888888888), (4, 0.0, 0.0007388888888888888), (4, 0.4478, 0.005677777777777777), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.10981111111111), (16101, 51.900000000000006, 6.189261111111111), (32208, 57.7522, 11.63432222222222), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
39,"[40.50632911392405, 40.17526536657615, 25.02017255291416, 0.0, 0.0, 0.0]","[3, 3, 2, 0, 0, 0]","[611.3363067526898, 1346.877713214309, 3105.4681145033155, 0, 0, 0]","[3417.66369324731, 6755.12228678569, 13005.531885496684, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1632, 3255, 4031, 0, 0, 0]","[42.813599999999994, 2366.2838666666667, 650.1148000000001, 0, 0, 0]","[0.0018666666666666664, 0.007333333333333333, 0.05573333333333333, 0, 0, 0]","[0.002, 0.04453333333333333, 0.022, 0, 0, 0]","[4252.1864, 14813.716133333333, 33709.8852, 4295, 17180, 34360]","[371.9981333333333, 359.99266666666665, 376.4842666666667, 372.0, 360.0, 376.54]","[199.998, 304.95546666666667, 266.728, 200.0, 305.0, 266.75]","[(9, 0.0, 0.00018888888888888888), (5, 0.00075, 0.0013055555555555557), (4, 0.7949, 0.036111111111111115), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4017, 67.1, 10.10981111111111), (16100, 51.89925000000001, 6.188694444444444), (32208, 57.405100000000004, 11.603888888888887), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
40,"[25.663936460660214, 57.800543075783764, 37.12370430140898, 0.0, 0.0, 0.0]","[2, 4, 3, 0, 0, 0]","[713.6594382332858, 1707.8007056778185, 2559.2515344399117, 0, 0, 0]","[3315.340561766714, 6394.199294322181, 13551.74846556009, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1034, 4683, 5981, 0, 0, 0]","[28.48426666666667, 3292.874666666667, 751.9137333333333, 0, 0, 0]","[0.002133333333333333, 2.034666666666667, 0.07066666666666667, 0, 0, 0]","[0.002266666666666667, 0.0472, 0.027333333333333338, 0, 0, 0]","[4266.515733333334, 13887.125333333333, 33608.086266666665, 4295, 17180, 34360]","[371.99786666666665, 357.9653333333333, 376.46933333333334, 372.0, 360.0, 376.54]","[199.99773333333334, 304.9528, 266.72266666666667, 200.0, 305.0, 266.75]","[(4, 0.0, 0.0001833333333333333), (7, 0.0033333333333333335, 0.0014333333333333333), (6, 0.7227833333333334, 0.03914444444444444), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.109816666666665), (16098, 51.896666666666675, 6.1885666666666665), (32206, 57.47721666666667, 11.600855555555555), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
41,"[40.33258873169521, 27.721550234509994, 55.17969089441996, 0.0, 0.0, 0.0]","[3, 2, 4, 0, 0, 0]","[942.35801544743, 920.6997522162576, 5813.444177681651, 0, 0, 0]","[3086.6419845525697, 7181.300247783743, 10297.555822318349, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1625, 2246, 8890, 0, 0, 0]","[33.727466666666665, 875.2097333333334, 4529.756, 0, 0, 0]","[0.002, 1.5462666666666667, 0.0030666666666666668, 0, 0, 0]","[0.002, 0.011333333333333332, 0.007599999999999999, 0, 0, 0]","[4261.272533333334, 16304.790266666667, 29830.244, 4295, 17180, 34360]","[371.998, 358.45373333333333, 376.53693333333337, 372.0, 360.0, 376.54]","[199.998, 304.9886666666667, 266.7424, 200.0, 305.0, 266.75]","[(7, 0.0, 0.0001611111111111111), (4, 1.666666666666667e-05, 0.000911111111111111), (8, 0.7671833333333332, 0.012416666666666666), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.109838888888888), (16101, 51.89998333333334, 6.189088888888889), (32204, 57.43281666666667, 11.627583333333332), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
